author,authorLabel,work,workLabel,country,countryLabel,continent,continentLabel
http://www.wikidata.org/entity/Q4681963,Adeline Masquelier,http://www.wikidata.org/entity/Q116295211,"How is a Girl to Marry Without a Bed? Weddings, Wealth, and Women’s Value In An Islamic Town of Niger",http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q32979516,Una Osili,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33058526,Jacqueline Ackerman,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33104309,Debra Mesch,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q59924575,Andrea Pactor,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113527731,Lucy Quimby,http://www.wikidata.org/entity/Q113528078,"Islam, Sex Roles, and Modernisation in Bobo-Dioulasso",http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113761248,Michelle Lynn Panchuk,http://www.wikidata.org/entity/Q121137645,Gender and Justice: Human and Divine Gender in Analytic Theology,http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117483342,Mary Wren Bivins,http://www.wikidata.org/entity/Q117312291,"Telling Stories, Making Histories: Women, Words, and Islam in Nineteenth-Century Hausaland and the Sokoto Caliphate",http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312373,"Islam, Public Policy and the Legal Status of Women in Niger",http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312295,Islamic Values the State and the 'Development of Women': The Case of Niger,http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q130125617,Karin Hassan Jansson,http://www.wikidata.org/entity/Q130280078,"Att fästa sig vid staten. Äktenskap, arbete och ansvar i svensk samhällsdebatt 1750-1830",http://www.wikidata.org/entity/Q79,Egypt,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q4681963,Adeline Masquelier,http://www.wikidata.org/entity/Q116295211,"How is a Girl to Marry Without a Bed? Weddings, Wealth, and Women’s Value In An Islamic Town of Niger",http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q32979516,Una Osili,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33058526,Jacqueline Ackerman,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33104309,Debra Mesch,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q59924575,Andrea Pactor,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113527731,Lucy Quimby,http://www.wikidata.org/entity/Q113528078,"Islam, Sex Roles, and Modernisation in Bobo-Dioulasso",http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113761248,Michelle Lynn Panchuk,http://www.wikidata.org/entity/Q121137645,Gender and Justice: Human and Divine Gender in Analytic Theology,http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117483342,Mary Wren Bivins,http://www.wikidata.org/entity/Q117312291,"Telling Stories, Making Histories: Women, Words, and Islam in Nineteenth-Century Hausaland and the Sokoto Caliphate",http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312373,"Islam, Public Policy and the Legal Status of Women in Niger",http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312295,Islamic Values the State and the 'Development of Women': The Case of Niger,http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q130125617,Karin Hassan Jansson,http://www.wikidata.org/entity/Q130280078,"Att fästa sig vid staten. Äktenskap, arbete och ansvar i svensk samhällsdebatt 1750-1830",http://www.wikidata.org/entity/Q85,Cairo,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q4681963,Adeline Masquelier,http://www.wikidata.org/entity/Q116295211,"How is a Girl to Marry Without a Bed? Weddings, Wealth, and Women’s Value In An Islamic Town of Niger",http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q32979516,Una Osili,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33058526,Jacqueline Ackerman,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33104309,Debra Mesch,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q59924575,Andrea Pactor,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113527731,Lucy Quimby,http://www.wikidata.org/entity/Q113528078,"Islam, Sex Roles, and Modernisation in Bobo-Dioulasso",http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113761248,Michelle Lynn Panchuk,http://www.wikidata.org/entity/Q121137645,Gender and Justice: Human and Divine Gender in Analytic Theology,http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117483342,Mary Wren Bivins,http://www.wikidata.org/entity/Q117312291,"Telling Stories, Making Histories: Women, Words, and Islam in Nineteenth-Century Hausaland and the Sokoto Caliphate",http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312373,"Islam, Public Policy and the Legal Status of Women in Niger",http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312295,Islamic Values the State and the 'Development of Women': The Case of Niger,http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q130125617,Karin Hassan Jansson,http://www.wikidata.org/entity/Q130280078,"Att fästa sig vid staten. Äktenskap, arbete och ansvar i svensk samhällsdebatt 1750-1830",http://www.wikidata.org/entity/Q87,Alexandria,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q4681963,Adeline Masquelier,http://www.wikidata.org/entity/Q116295211,"How is a Girl to Marry Without a Bed? Weddings, Wealth, and Women’s Value In An Islamic Town of Niger",http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q32979516,Una Osili,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33058526,Jacqueline Ackerman,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33104309,Debra Mesch,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q59924575,Andrea Pactor,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113527731,Lucy Quimby,http://www.wikidata.org/entity/Q113528078,"Islam, Sex Roles, and Modernisation in Bobo-Dioulasso",http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113761248,Michelle Lynn Panchuk,http://www.wikidata.org/entity/Q121137645,Gender and Justice: Human and Divine Gender in Analytic Theology,http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117483342,Mary Wren Bivins,http://www.wikidata.org/entity/Q117312291,"Telling Stories, Making Histories: Women, Words, and Islam in Nineteenth-Century Hausaland and the Sokoto Caliphate",http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312373,"Islam, Public Policy and the Legal Status of Women in Niger",http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312295,Islamic Values the State and the 'Development of Women': The Case of Niger,http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q130125617,Karin Hassan Jansson,http://www.wikidata.org/entity/Q130280078,"Att fästa sig vid staten. Äktenskap, arbete och ansvar i svensk samhällsdebatt 1750-1830",http://www.wikidata.org/entity/Q114,Kenya,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q4681963,Adeline Masquelier,http://www.wikidata.org/entity/Q116295211,"How is a Girl to Marry Without a Bed? Weddings, Wealth, and Women’s Value In An Islamic Town of Niger",http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q32979516,Una Osili,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33058526,Jacqueline Ackerman,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33104309,Debra Mesch,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q59924575,Andrea Pactor,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113527731,Lucy Quimby,http://www.wikidata.org/entity/Q113528078,"Islam, Sex Roles, and Modernisation in Bobo-Dioulasso",http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113761248,Michelle Lynn Panchuk,http://www.wikidata.org/entity/Q121137645,Gender and Justice: Human and Divine Gender in Analytic Theology,http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117483342,Mary Wren Bivins,http://www.wikidata.org/entity/Q117312291,"Telling Stories, Making Histories: Women, Words, and Islam in Nineteenth-Century Hausaland and the Sokoto Caliphate",http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312373,"Islam, Public Policy and the Legal Status of Women in Niger",http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312295,Islamic Values the State and the 'Development of Women': The Case of Niger,http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q130125617,Karin Hassan Jansson,http://www.wikidata.org/entity/Q130280078,"Att fästa sig vid staten. Äktenskap, arbete och ansvar i svensk samhällsdebatt 1750-1830",http://www.wikidata.org/entity/Q115,Ethiopia,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q4681963,Adeline Masquelier,http://www.wikidata.org/entity/Q116295211,"How is a Girl to Marry Without a Bed? Weddings, Wealth, and Women’s Value In An Islamic Town of Niger",http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q32979516,Una Osili,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33058526,Jacqueline Ackerman,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q33104309,Debra Mesch,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q59924575,Andrea Pactor,http://www.wikidata.org/entity/Q59875140,Encouraging Giving to Women's and Girls' Causes: The Role of Social Norms,http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113527731,Lucy Quimby,http://www.wikidata.org/entity/Q113528078,"Islam, Sex Roles, and Modernisation in Bobo-Dioulasso",http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q113761248,Michelle Lynn Panchuk,http://www.wikidata.org/entity/Q121137645,Gender and Justice: Human and Divine Gender in Analytic Theology,http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117483342,Mary Wren Bivins,http://www.wikidata.org/entity/Q117312291,"Telling Stories, Making Histories: Women, Words, and Islam in Nineteenth-Century Hausaland and the Sokoto Caliphate",http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312373,"Islam, Public Policy and the Legal Status of Women in Niger",http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q117484082,Roberta A. Dunbar,http://www.wikidata.org/entity/Q117312295,Islamic Values the State and the 'Development of Women': The Case of Niger,http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q130125617,Karin Hassan Jansson,http://www.wikidata.org/entity/Q130280078,"Att fästa sig vid staten. Äktenskap, arbete och ansvar i svensk samhällsdebatt 1750-1830",http://www.wikidata.org/entity/Q117,Ghana,http://www.wikidata.org/entity/Q15,Africa
http://www.wikidata.org/entity/Q4681963,Adeline Masquelier,http://www.wikidata.org/entity/Q116295211,"How is a Girl to Marry Without a Bed? Weddings, Wealth, and Women’s Value In An Islamic Town of Niger",http://www.wikidata.org/entity/Q258,South Africa,http://www.wikidata.org/entity/Q15,Africa
