author,authorLabel,placeOfDeath,placeOfDeathLabel,residence,residenceLabel,work,workLabel,publicationPlace,publicationPlaceLabel,language,languageLabel
http://www.wikidata.org/entity/Q103559,John Voss,http://www.wikidata.org/entity/Q2132,Victoria,,,,,,,,
http://www.wikidata.org/entity/Q92799,David Day,,,,,http://www.wikidata.org/entity/Q122138204,Q122138204,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q92799,David Day,,,,,http://www.wikidata.org/entity/Q122138205,Q122138205,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q92608,Brian Kernighan,,,,,http://www.wikidata.org/entity/Q115297373,Q115297373,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q134731819,Party Discipline,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q97143,Frederick Philip Grove,http://www.wikidata.org/entity/Q1904,Ontario,,,http://www.wikidata.org/entity/Q133529823,Consider Her Ways,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q133248823,Q133248823,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q97143,Frederick Philip Grove,http://www.wikidata.org/entity/Q1904,Ontario,,,http://www.wikidata.org/entity/Q42184860,Fruits of the Earth,,,,
http://www.wikidata.org/entity/Q92622,James Gosling,,,http://www.wikidata.org/entity/Q213205,San Francisco Bay Area,,,,,,
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131516916,The Brave Little Toaster,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q95099,Guy Gavriel Kay,,,,,http://www.wikidata.org/entity/Q122047381,Q122047381,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q92608,Brian Kernighan,,,,,http://www.wikidata.org/entity/Q122039648,Q122039648,http://www.wikidata.org/entity/Q14960,Brno,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q132249961,Q132249961,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q97143,Frederick Philip Grove,http://www.wikidata.org/entity/Q1904,Ontario,,,http://www.wikidata.org/entity/Q42186877,The Yoke of Life,,,,
http://www.wikidata.org/entity/Q86203,Peter C. Newman,http://www.wikidata.org/entity/Q34227,Belleville,,,http://www.wikidata.org/entity/Q7721136,The Canadian Establishment,,,,
http://www.wikidata.org/entity/Q71819,Elisabeth Mann Borgese,http://www.wikidata.org/entity/Q68986,St. Moritz,,,http://www.wikidata.org/entity/Q108294542,"For Sale, Reasonable",,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131461832,Human Readable,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131461967,Radicalized,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131461908,The Man Who Sold the Moon,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131461964,Unauthorized Bread,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131516867,Flowers from Alice,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131516912,Nimby and the Dimension Hoppers,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131516921,The Jammie Dodgers and the Adventure of the Leicester Square Screening,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q104109,Mary Pickford,http://www.wikidata.org/entity/Q47164,Santa Monica,http://www.wikidata.org/entity/Q172,Toronto,,,,,,
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q132127975,Q132127975,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131472336,The Things That Make Me Weak and Strange Get Engineered Away,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131841549,Q131841549,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q92799,David Day,,,,,http://www.wikidata.org/entity/Q122110658,Q122110658,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q92608,Brian Kernighan,,,,,http://www.wikidata.org/entity/Q63413168,"The C Programming Language, Second Edition",http://www.wikidata.org/entity/Q1087220,Upper Saddle River,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q92799,David Day,,,,,http://www.wikidata.org/entity/Q122110660,Q122110660,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131851808,Q131851808,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131461860,Chicken Little,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q134441072,Picks and Shovels,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q92608,Brian Kernighan,,,,,http://www.wikidata.org/entity/Q63565609,El lenguaje de programación C,http://www.wikidata.org/entity/Q219574,Naucalpan de Juárez Municipality,http://www.wikidata.org/entity/Q1321,es
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131862227,Q131862227,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q133248823,Q133248823,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q92608,Brian Kernighan,,,,,http://www.wikidata.org/entity/Q122045873,Q122045873,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q134731819,Party Discipline,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q132249961,Q132249961,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131516916,The Brave Little Toaster,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q92608,Brian Kernighan,,,,,http://www.wikidata.org/entity/Q63565563,The C Programming Language,http://www.wikidata.org/entity/Q281839,Englewood Cliffs,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131516867,Flowers from Alice,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131516912,Nimby and the Dimension Hoppers,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131516921,The Jammie Dodgers and the Adventure of the Leicester Square Screening,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q132127975,Q132127975,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131841549,Q131841549,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131461832,Human Readable,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131461967,Radicalized,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131461908,The Man Who Sold the Moon,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131461964,Unauthorized Bread,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131851808,Q131851808,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131472336,The Things That Make Me Weak and Strange Get Engineered Away,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q92799,David Day,,,,,http://www.wikidata.org/entity/Q122033330,Q122033330,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q97143,Frederick Philip Grove,http://www.wikidata.org/entity/Q1904,Ontario,,,http://www.wikidata.org/entity/Q42186145,Our Daily Bread,,,,
http://www.wikidata.org/entity/Q92799,David Day,,,,,http://www.wikidata.org/entity/Q122138195,Q122138195,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q92799,David Day,,,,,http://www.wikidata.org/entity/Q122033331,Q122033331,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q134441072,Picks and Shovels,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q65,Los Angeles,http://www.wikidata.org/entity/Q131862227,Q131862227,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q110436,Cory Doctorow,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131461860,Chicken Little,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126602746,Surfacing,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q131929965,Democracy,,,http://www.wikidata.org/entity/Q7979,British English
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q125194810,Up in the Tree,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q126652866,Lady Oracle,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q130471928,Old Babes in the Wood,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q181249,Charles Coughlin,http://www.wikidata.org/entity/Q885355,Bloomfield Hills,,,,,,,,
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126602591,Alias Grace,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q126602746,Surfacing,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q131929965,Democracy,,,http://www.wikidata.org/entity/Q7979,British English
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q134585191,Q134585191,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q126707941,The Blind Assassin,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126720494,Bodily Harm,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q130471928,Old Babes in the Wood,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126720424,The Penelopiad,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q135231278,The Penelopiad,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126726123,Stone Mattress: Nine Tales,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126726126,The Testaments,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q126602591,Alias Grace,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126453512,Q126453512,,,http://www.wikidata.org/entity/Q150,fr
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q134529102,Q134529102,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q134390376,Q134390376,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q126720494,Bodily Harm,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q126720424,The Penelopiad,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q135231278,The Penelopiad,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q134399393,Q134399393,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q126726123,Stone Mattress: Nine Tales,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q126726126,The Testaments,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q126453512,Q126453512,,,http://www.wikidata.org/entity/Q150,fr
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q134529102,Q134529102,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q134390376,Q134390376,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q126602746,Surfacing,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q131929965,Democracy,,,http://www.wikidata.org/entity/Q7979,British English
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q122129714,Q122129714,http://www.wikidata.org/entity/Q1085,Prague,http://www.wikidata.org/entity/Q9056,cs
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q134399393,Q134399393,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q125194810,Up in the Tree,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q126652866,Lady Oracle,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q130471928,Old Babes in the Wood,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q1930,Ottawa,http://www.wikidata.org/entity/Q126602591,Alias Grace,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q953088,Essex County,http://www.wikidata.org/entity/Q134585191,Q134585191,,,http://www.wikidata.org/entity/Q1860,en
http://www.wikidata.org/entity/Q183492,Margaret Atwood,,,http://www.wikidata.org/entity/Q172,Toronto,http://www.wikidata.org/entity/Q125194810,Up in the Tree,,,http://www.wikidata.org/entity/Q1860,en
